timestamp_utc,channel_id,value,unit
2026-07-01T08:00:00.0000000+00:00,condenser.outlet.temperature,287.5877560686294,K
2026-07-01T08:00:01.0000000+00:00,condenser.outlet.temperature,287.96226803960218,K
2026-07-01T08:00:02.0000000+00:00,condenser.outlet.temperature,288.3341336676105,K
2026-07-01T08:00:03.0000000+00:00,condenser.outlet.temperature,288.70337734856423,K
2026-07-01T08:00:04.0000000+00:00,condenser.outlet.temperature,289.07000915121057,K
2026-07-01T08:00:05.0000000+00:00,condenser.outlet.temperature,289.43406595804851,K
2026-07-01T08:00:06.0000000+00:00,condenser.outlet.temperature,289.79556123762188,K
2026-07-01T08:00:07.0000000+00:00,condenser.outlet.temperature,290.15450350278769,K
2026-07-01T08:01:08.0000000+00:00,condenser.outlet.temperature,295.54500938869398,K
2026-07-01T08:01:09.0000000+00:00,condenser.outlet.temperature,295.88036911384853,K
2026-07-01T08:01:10.0000000+00:00,condenser.outlet.temperature,296.21419857829,K
2026-07-01T08:01:11.0000000+00:00,condenser.outlet.temperature,296.54650624964552,K
2026-07-01T08:01:12.0000000+00:00,condenser.outlet.temperature,296.87730873390603,K
2026-07-01T08:01:13.0000000+00:00,condenser.outlet.temperature,297.20660911655381,K
2026-07-01T08:01:14.0000000+00:00,condenser.outlet.temperature,297.53440656049844,K
2026-07-01T08:01:15.0000000+00:00,condenser.outlet.temperature,297.86072870509742,K
2026-07-01T08:02:16.0000000+00:00,condenser.outlet.temperature,281.38874617695274,K
2026-07-01T08:02:17.0000000+00:00,condenser.outlet.temperature,281.56523211023296,K
2026-07-01T08:02:18.0000000+00:00,condenser.outlet.temperature,281.74049285924281,K
2026-07-01T08:02:19.0000000+00:00,condenser.outlet.temperature,281.91452759955695,K
2026-07-01T08:02:20.0000000+00:00,condenser.outlet.temperature,282.08736913355312,K
2026-07-01T08:02:21.0000000+00:00,condenser.outlet.temperature,282.2590013598454,K
2026-07-01T08:02:22.0000000+00:00,condenser.outlet.temperature,282.42945043346879,K
2026-07-01T08:02:23.0000000+00:00,condenser.outlet.temperature,282.59871156907235,K
